show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s287,TV Show,Gabby's Dollhouse,,"Laila Lockhart Kraner, Tucker Chandler, Juliet Donenfeld, Maggi Lowe, Donovan Patton, Eduardo Franco, Tara Strong, Secunda Wood, Carla Tassara, Sainty Nelsen",United States,"August 10, 2021",2021,TV-Y,2 Seasons,Kids' TV,"Cute cats, quirky crafts and colorful magic! Join kitty enthusiast Gabby and her sidekick Pandy Paws as they team up for a series of animated adventures."
s387,TV Show,Mighty Express,,"Jay Hatton, Zoe Hatz, Meesha Contreras, Dylan Shombing, Tyler Nathan, Leo Orgil, Michela Luci, Ian Ho, Evan Lefeuvre, Annick Obonsawin","United States, Canada","July 27, 2021",2021,TV-Y,4 Seasons,Kids' TV,Catch a ride with the Mighty Express — a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!
s406,Movie,Chhota Bheem - Dinosaur World,Sidheswar Shukla,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj",,"July 22, 2021",2015,TV-Y,65 min,Children & Family Movies,"When a scientist has trouble caring for his secret baby dinosaur, he takes Bheem and friends back in time to return the pet to its natural habitat."
s419,Movie,Chhota Bheem Ka Roosi Romanch,"Arpan Sarkar, Shyamal Chaulia","Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kava, Raju",,"July 22, 2021",2019,TV-Y,63 min,Children & Family Movies,"A faulty transportation machine lands Chhota Bheem and his friends in Russia, where they must save a princess from an evil, power-hungry magician."
s473,TV Show,Ridley Jones,,"Iara Nemirovsky, Laraine Newman, David Errigo Jr, Tyler Shamy, Ezra Menas, Ashlyn Madden, Sutton Foster",United States,"July 13, 2021",2021,TV-Y,1 Season,Kids' TV,Curious kid Ridley and her friends protect the Museum of Natural History’s treasures and keep its magical secret safe: Everything comes alive at night!
s510,TV Show,Ask the StoryBots,,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis",United States,"July 6, 2021",2019,TV-Y,3 Seasons,Kids' TV,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth."
s526,TV Show,My Little Pony: Friendship Is Magic,,"Ashleigh Ball, Tabitha St. Germain, Tara Strong, Andrea Libman, Cathy Weseluck, Nicole Oliver","United States, Canada","July 6, 2021",2018,TV-Y,8 Seasons,Kids' TV,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship."
s528,TV Show,Puffin Rock,,"Chris O'Dowd, Kate McCafferty, Sally McDaid, Geraldine Cole, Brian McMonagle, Darragh Gargan","Ireland, United States, United Kingdom","July 6, 2021",2016,TV-Y,2 Seasons,Kids' TV,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family."
s536,TV Show,Some Assembly Required,,"Kolton Stewart, Harrison Houde, Charlie Storwick, Sydney Scotia, Travis Turner, Ellie Harvie, Dylan Playfair",Canada,"July 6, 2021",2015,TV-Y,2 Seasons,"Kids' TV, TV Comedies",A 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.
s546,TV Show,YooHoo to the Rescue,,"Kira Buckland, Ryan Bartley, Bryce Papenbrook, Cassandra Morris, Lucien Dodge, Kyle Hebert",South Korea,"July 6, 2021",2020,TV-Y,3 Seasons,"Kids' TV, Korean TV Shows","In a series of magical missions, quick-witted YooHoo and his can-do crew travel the globe to help animals in need."
s589,TV Show,Rainbow Rangers,,"Penelope Rawlins, Juliette Crosbie, Zehra Naqvi, Phillipa Alexander, Aileen Mythen",United States,"July 1, 2021",2018,TV-Y,1 Season,Kids' TV,"When Earth's animals and natural wonders need a rescue, the Rainbow Rangers combine their colorful powers to protect the planet and save the day!"
s629,TV Show,StarBeam,,"Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Diana Kaarina",United States,"June 29, 2021",2021,TV-Y,4 Seasons,Kids' TV,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!"
s665,TV Show,Cleo & Cuquin,Fernando Moro,,Spain,"June 19, 2021",2020,TV-Y,2 Seasons,Kids' TV,Spirited sister-brother duo Cleo and Cuquín try on different professions each day to help their other siblings solve problems and enjoy new adventures.
s721,TV Show,Rhyme Time Town,,"Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir",,"June 15, 2021",2021,TV-Y,2 Seasons,Kids' TV,Fun-loving friends Daisy and Cole use music and imagination to solve problems in a town filled with nursery rhyme characters.
s781,TV Show,Ben & Holly's Little Kingdom,,"Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham",United Kingdom,"June 2, 2021",2019,TV-Y,2 Seasons,Kids' TV,"In the magical Little Kingdom, friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork, sharing and problem-solving."
s786,TV Show,Cocomelon,,,United States,"June 2, 2021",2021,TV-Y,3 Seasons,Kids' TV,"Learn letters, numbers, animal sounds and more with J.J. in this edutaining series that brings fun times with nursery rhymes for the whole family!"
s812,Movie,Super Monsters: Once Upon a Rhyme,Steve Ball,"Elyse Maloway, Vincent Tong, Andrea Libman, Alessandro Juliani, Nicole Anthony, Erin Mathews, Diana Kaarina, Gigi Saul Guerrero, Asia Mattu, Rukiya Bernard, Ian James Corlett, Britt McKillip",,"June 2, 2021",2021,TV-Y,25 min,Children & Family Movies,"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!"
s869,TV Show,The Magic School Bus,,"Lily Tomlin, Daniel DeSanto, Erica Luttrell, Maia Filar, Lisa Yamanaka, Tara Meyer, Stuart Stone, Malcolm-Jamal Warner, Danny Tamberelli","Canada, United States","May 19, 2021",1997,TV-Y,1 Season,Kids' TV,"Join Ms. Frizzle as the Magic School Bus travels to outer space, under the sea, through an anthill – and even inside the human body!"
s875,TV Show,Booba: Food Puzzle,,"Artem Kretov, Elena Solovieva, Vyacheslav Kataev",United Kingdom,"May 15, 2021",2021,TV-Y,1 Season,Kids' TV,"Curious Booba is now a chef! With friends Loola and Spike, he creates tasty treats with delightful designs using fruits, vegetables and other food."
s924,TV Show,Trash Truck,,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, Olive Keane",,"May 4, 2021",2021,TV-Y,2 Seasons,Kids' TV,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends."
s926,TV Show,Angelina Ballerina,,,,"May 1, 2021",2010,TV-Y,2 Seasons,"British TV Shows, Kids' TV","Angelina is crazy about ballet dancing, even though she's a young mouse, and studies hard with a famous teacher to become a prima ballerina."
s928,TV Show,Barney and Friends,,"Bob West, Julie Johnson, David Joyner, Jeff Ayers, Dean Wendt, Carey Stinson, Patty Wirtz, Emilio Mazur",,"May 1, 2021",2010,TV-Y,2 Seasons,Kids' TV,"Barney the purple dinosaur, Baby Bop and B.J. are still bringing smiles to kids' faces with their nonstop adventures, stories, games and guests."
s1005,TV Show,Izzy's Koala World,,"Izzy Bee, Ali Bee, Tim Bee",Australia,"April 20, 2021",2021,TV-Y,2 Seasons,Kids' TV,Young koala caretaker Izzy Bee and her family rescue cuddly creatures in need and help them head back into the wild on Australia’s Magnetic Island.
s1006,Movie,Keymon and Nani in Space Adventure,,,,"April 20, 2021",2013,TV-Y,76 min,"Children & Family Movies, Comedies","For Rohan and his magical pal, Keymon, a trip to visit their grandmother turns into the rescue mission of a lifetime when she is kidnapped by aliens!"
s1008,Movie,Motu Patlu in Octupus World,Suhas Kadav,"Sourav Chakraborty, Vidit Kumar, Mayur Vyas, Mahendra Bhatnagar, Dishi Duggal, Nandkishore Pandey",,"April 20, 2021",2017,TV-Y,81 min,"Children & Family Movies, Comedies","While returning a goldfish and an octopus from an aquarium to the sea, Motu and Patlu must also save the goldfish’s family from a mean, tentacled queen."
s1009,Movie,Motu Patlu VS Robo Kids,Suhas Kadav,"Sourav Chakraborty, Anil Dutt",,"April 20, 2021",2019,TV-Y,84 min,Children & Family Movies,"For Motu, facing off against three children becomes an unexpected challenge when he realizes they have superstrength — and a secret!"
s1015,TV Show,PJ Masks,,"Jacob Ewaniuk, Kyle Breitkopf, Addison Holley","France, United Kingdom","April 19, 2021",2019,TV-Y,3 Seasons,Kids' TV,"Three 6-year-old kids who live normal lives during the day become superheroes at night, fighting crime as a team known as PJ Masks."
s1027,Movie,Barbie & Chelsea: The Lost Birthday,Cassi Simonds,"America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner",United States,"April 16, 2021",2021,TV-Y,60 min,Children & Family Movies,"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back."
s1049,TV Show,Power Players,,"Kieran Walton, Carlos Salazar, Greg Chun, Jamieson Price, Reba Buhr, Todd Haberkorn, Landon McDonald, Scott Whyte, Paul Haapaniemi","United States, France","April 15, 2021",2020,TV-Y,3 Seasons,Kids' TV,A kid transforms into an action figure-sized superhero and teams with his toys in a fight against a villainous robot to save the world.
s1050,TV Show,Ricky Zoom,,"Max Fincham, Twinkle Jaiswal, Bradley Bissett, Dylan Naden, Adam Longworth, Ashton Frank, Edward Moloney, Esther Coles, Jess Robinson, Miranda Pointer, Osian Thompson, Simon Lipkin, Richard David-Caine","China, United Kingdom","April 15, 2021",2019,TV-Y,1 Season,"British TV Shows, Kids' TV",Race along with Ricky Zoom and his loyal Bike Buddies as they zip around their two-wheeled town of Wheelford on rescue missions and learn speedy stunts!
s1079,Movie,Shiva: The Secret World Of Vedas City,Suhas Kadav,,,"April 13, 2021",2017,TV-Y,78 min,Children & Family Movies,"When the residents of Vedas are ordered to evacuate by a prince who claims the town as his own, young Shiva sets out to save the city and its citizens."
s1105,Movie,An American Girl: McKenna Shoots for the Stars,Vince Marcello,"Jade Pettyjohn, Kerris Dorsey, Nia Vardalos, Ian Ziering, Ysa Penarejo, Cathy Rigby, Kally Berard, Talia Pura, Paula Rivera, George Chiang","United States, Canada","April 2, 2021",2012,TV-Y,94 min,"Children & Family Movies, Comedies, Dramas","A talented young gymnast struggles with her schoolwork and an injury. But with help from her tutor, she gets her confidence back."
s1149,TV Show,Robocar Poli,,"Donald Reignoux, Alexis Tomassian, Thomas Sagols, Pierre Francois Pistori, Bruno Magne, Catherine Desplaces, Fily Keita, Adeline Chetail, Bertrand Liebert, Christophe Lemoine",South Korea,"March 31, 2021",2015,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","When disaster strikes in Brooms Town, police car Robocar Poli, fire truck Robotruck Roy and their friends on the rescue team race to save the day."
s1152,Movie,Octonauts & the Ring of Fire,Blair Simmons,"Simon Greenall, Rob Rackstraw, Jo Wyatt, Paul Buckley, Simon Foster, Teresa Gallagher, Richard Grieve, Michael Murphy, Paul Panting, Keith Wickham","China, United Kingdom","March 30, 2021",2021,TV-Y,73 min,Children & Family Movies,"When red-hot volcanoes start a chain reaction of disasters across the ocean, the Octonauts must work together to face their biggest challenge yet."
s1153,TV Show,Rainbow High,,"Tara Sands, Anairis Quiñones, Laura Stahl, Jenny Yokobori, Kira Buckland, Brittany Cox, Brittany Lauda, Christian Banas, Rebeka Thomas, Hayden Summerall, Deneen Melody",United States,"March 30, 2021",2020,TV-Y,1 Season,Kids' TV,"The popular fashion dolls come to life in this animated series as they let their talents and true colors shine at the visual arts school, Rainbow High."
s1201,TV Show,Waffles + Mochi,,"Michelle Zamora, Russ Walko, Michelle Obama, Jonathan Kidder, Diona Elise Burnett, Taleia Gilliam, Lyric Lewis, Andy Hayward, Piotr Michael, George Konner",United States,"March 16, 2021",2021,TV-Y,1 Season,Kids' TV,Curious puppet pals Waffles and Mochi travel the world exploring the wonders of food and culture while learning how to cook with fresh ingredients.
s1246,TV Show,Word Party,,"Victor Yerrid, Alice Dinnean, Alon Williams, Donna Kimball, John Munro Cameron, John Tartaglia, Arty Casas, Dorien Davies, Misty Rosas, Patina Miller",United States,"March 2, 2021",2021,TV-Y,5 Seasons,Kids' TV,"Meet Bailey, Franny, Kip and Lulu. They're adorable baby animals, and they want you to join the party and help them learn!"
s1254,Movie,LEGO Marvel Spider-Man: Vexed by Venom,"Andrew Duncan, Ken Cunningham","Robbie Daymond, Ben Pronsky, Josh Keaton, Tara Strong, Jennifer Hale, Laura Bailey",United States,"March 1, 2021",2019,TV-Y,22 min,"Children & Family Movies, Comedies","When Green Goblin and Venom team up for a disastrous scheme, Spider-Man calls in a wall-crawling ally and must rely on his Spidey senses to stop them."
s1381,TV Show,Go Dog Go,,"Michela Luci, Callum Shoniker, Lyon Smith, Tajja Isen, Anand Rajaram, David Berni, Linda Ballantyne, Joshua Graham, Patrick McKenna, Judy Marshak, Martin Roach, Katie Griffin","United States, United Kingdom","January 26, 2021",2021,TV-Y,1 Season,Kids' TV,"Handy and inventive pup Tag chases adventure with her best pal, Scooch, solving problems and helping the citizens of Pawston along the way."
s1396,TV Show,Hello Ninja,,"Lukas Engel, Zoey Siewert, Sam Vincent, Mayumi Yoshida",United States,"January 19, 2021",2021,TV-Y,4 Seasons,Kids' TV,"BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day."
s1408,Movie,Pinkfong & Baby Shark's Space Adventure,Byeon Hee-sun,"Jo Kyoung-i, Kim Seo-yeong, Kim Eun-ah, Jeong Jae-heon","United States, South Korea","January 15, 2021",2019,TV-Y,65 min,Children & Family Movies,"Joined by new friends from other planets, Pinkfong and Baby Shark explore outer space and search for missing star pieces to return home."
s1430,TV Show,Mighty Little Bheem: Kite Festival,,"Sumruddhi Shukla, Aranya Kaur, Nishka Raheja",India,"January 8, 2021",2021,TV-Y,1 Season,"Kids' TV, TV Comedies","With winter behind them, Bheem and his townspeople usher in a sunny new season in all their favorite ways during the Makar Sankranti festival."
s1452,Movie,Full Out 2: You Got This!,Jeff Deverett,"Sydney Cope, Logan Edra, Liza Wilk, Braedyn Bruner, Billie Merritt",United States,"January 1, 2021",2020,TV-Y,91 min,"Children & Family Movies, Dramas, Sports Movies","With a championship on the line, Chayse and her gymnastics team look to a local break-dancer for all the right moves to rise above their competition."
s1464,TV Show,The Cat in the Hat Knows a Lot About That!,Tony Collingwood,"Martin Short, Alexa Torrington, Jacob Ewaniuk, Robert Tinkler, Tracey Hoyt","Canada, United Kingdom, United States","January 1, 2021",2014,TV-Y,1 Season,Kids' TV,"The Cat in the Hat is back – and this time, he's teaching Sally and her brother, Nick, some awfully nifty things to think about!"
s1491,Movie,The Magic School Bus Rides Again In the Zone,Richard Weston,"Mikaela Blake, Gabby Clarke, Roman Lutterotti, Leke Maceda-Rustecki, Matthew Mucci, Lynsey Pham, Kaden Stephen, Lights",Canada,"December 26, 2020",2020,TV-Y,46 min,Children & Family Movies,"Ms. Frizzle's class sees every show on a pop star's New Year's Eve tour, learning about time zones as they attend all her concerts on the same night."
s1506,TV Show,Rhyme Time Town Singalongs,,"Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir, Hannah Jane Fox, Rhashan Stone",United States,"December 22, 2020",2020,TV-Y,1 Season,Kids' TV,"Love snackable, snap-worthy songs? Sing along with the Rhyme Time Town friends as they use their imaginations and flex their problem-solving skills!"
s1507,TV Show,Shaun the Sheep,,"John Sparkes, Justin Fletcher, Kate Harbour, Richard Webber, Jo Allen","United Kingdom, Finland, Germany, United States, Australia, Japan, France, Ireland","December 22, 2020",2016,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies","Join freewheeling Shaun for barnyard misadventures with his cousin Timmy, giant sheepdog Bitzer, jealous cat Pidsley and fellow sheep Shirley."
s1508,Movie,Shaun the Sheep: The Farmer’s Llamas,Jay Grace,"Justin Fletcher, John Sparkes, Sean Connolly, Chris Grimes",United Kingdom,"December 22, 2020",2020,TV-Y,28 min,"Children & Family Movies, Comedies","A trio of mischievous llamas from the county fair start making a mess of the farm, so Shaun and the flock must find a way to boot out the troublemakers."
s1509,TV Show,Timmy Time,,"Kate Harbour, Justin Fletcher, Louis Jones",United Kingdom,"December 22, 2020",2010,TV-Y,1 Season,"British TV Shows, Kids' TV","This delightful animated series centers on impish lamb Timmy as he enters nursery school, where he learns about sharing, responsibility and fairness."
s1528,TV Show,Morphle,,,Netherlands,"December 17, 2020",2020,TV-Y,2 Seasons,"British TV Shows, Kids' TV","Little Mila turns playtime into a series of fun and educational adventures with her magical pet Morphle, who transforms into anything she dreams up!"
s1546,TV Show,Pup Academy,,"Christian Convery, Don Lake, Chance Hurstfield, Aria Birch, Dylan Schombing, Riley O'Donnell",United States,"December 15, 2020",2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Furry friends take a re-bark-able journey in this series about an extraordinary school for the cutest, cuddliest and most curious puppies."
s1556,TV Show,Grizzy et les Lemmings,,"Pierre-Alain de Garrigues, Josselin Charier",France,"December 12, 2020",2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Strong, whip-smart Grizzy rules a Canadian forest, where he has his paws full with a family of frolicsome lemmings."
s1557,Movie,A Trash Truck Christmas,Eddie Rosas,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, John DiMaggio",,"December 11, 2020",2020,TV-Y,28 min,Children & Family Movies,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone."
s1582,Movie,Super Monsters: Santa’s Super Monster Helpers,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Rukiya Bernard, Asia Mattu, Elicia MacKenzie",,"December 8, 2020",2020,TV-Y,24 min,Children & Family Movies,"When Santa needs serious help prepping all of his presents, the Super Monsters lend a hand — and some monster magic — to get every gift out on time!"
s1589,Movie,Mighty Express: A Mighty Christmas,Clint Butler,"Jay Hatton, Zoe Hatz, Meesha Contreras, Dylan Schombing, Tyler Nathan, Leo Orgil, Michela Luci, Ian Ho, Evan Lefeuvre, Annick Obonsawin, Gracen Daly",Canada,"December 5, 2020",2020,TV-Y,26 min,Children & Family Movies,The Mighty Express welcomes a new train and speeds into a snowstorm to deliver Santa’s presents and save Christmas for all the kids in Tracksville.
s1601,Movie,Chico Bon Bon and the Very Berry Holiday,Darragh O'Connell,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Emma Sloan Jacobs, Joanna Lewis, Matt Mercer, Ian Nikus",,"December 3, 2020",2020,TV-Y,25 min,Children & Family Movies,"The Fix-It Force makes a plan to hit every home as fast as they can, delivering Blunderberry Cakes before the town awakes to avoid a holiday disaster."
s1610,Movie,Angela's Christmas Wish,Damien O’Connor,"Lucy O'Connell, Brendan Mullins, Ruth Negga, Lola Metcalfe, Jared Harris, Moe Dunford, Oscar Butler, Shona Hamill, Pat Kinevane, Janet Moran, Anya O'Connor",United States,"December 1, 2020",2020,TV-Y,48 min,Children & Family Movies,"With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays."
s1615,TV Show,Gormiti,,"Dermot Arrigan, Jenny Beacraft, Stephanie Figueira, Ella Galt, James Giblin, Noah Levin","Spain, Italy","December 1, 2020",2018,TV-Y,1 Season,Kids' TV,Four friends become guardians of the island Gorm and must harness powers of the elements to stop an evil lord and his army from ruling the kingdom.
s1619,TV Show,Octonauts,,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth","United States, Ireland, United Kingdom, India","December 1, 2020",2015,TV-Y,4 Seasons,"British TV Shows, Kids' TV",A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.
s1620,TV Show,Oddbods,,"Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi","United Kingdom, Singapore","December 1, 2020",2017,TV-Y,1 Season,"Kids' TV, TV Comedies","Seven furry, colorful friends who live in the small town of Oddsville like to play, have adventures and get into all sorts of creative mischief."
s1633,Movie,Spookley and the Christmas Kittens,Bernie Denk,"Vlasta Vrana, Sonja Ball, Craig Francis, Richard C. Jones, Michael Perron, Terrence Scammell, Bruce Dinsmore, Jennifer Seguin, Daniel Brochu",United States,"November 30, 2020",2019,TV-Y,45 min,Children & Family Movies,"When a green cat and three stray kittens wind up at Holiday Hill Farm, Spookley the Square Pumpkin and his friends help the felines find their way home."
s1636,Movie,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo","Alan C. Lim, Taron C. Hensley, Maisie Benson, Kerry Gudjohnsen, Paul Killam, Smith Foreman, Ann Kendrick, Ella Joy Ballesteros, Neena-Sinaii Simpo, Eli Morse",United States,"November 27, 2020",2020,TV-Y,22 min,Children & Family Movies,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone."
s1656,Movie,Dragons: Rescue Riders: Huttsgalor Holiday,"Greg Rankin, TJ Sullivan","Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu, Skai Jackson, Marsai Martin, Andre Robinson, Carlos Alazraqui, Roshon Fegan, Grey Griffin, Brad Grusnick, Sam Lavagnino, John C. McGinley, Roger Craig Smith",United States,"November 24, 2020",2020,TV-Y,46 min,"Children & Family Movies, Comedies",Snowfall marks the start of Odinyule — the Viking holiday of giving! But crazy weather might cancel the tradition unless the Rescue Riders can swoop in.
s1667,Movie,Alien Xmas,Stephen Chiodo,"Keythe Farley, Dee Bradley Baker, Kaliayh Rhambo, Michelle Deco, Barbara Goodson",United States,"November 20, 2020",2020,TV-Y,42 min,Children & Family Movies,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents."
s1694,TV Show,Beyblade Burst Rise,,"Erika Harlacher, Griffin Puatu, Kimlinh Tran, Taylor Henry, Janice Roman Roku, Brian Anderson",Japan,"November 15, 2020",2019,TV-Y,1 Season,"Anime Series, Kids' TV","After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan — Beyblade's birthplace."
s1697,TV Show,Polly Pocket,,"Emily Tennant, Shannon Chan-Kent, Kazumi Evans, Patricia Drake, Rhona Rees, Ian Hanlin, Maryke Hendrikse, Vincent Tong, David Kaye, Ellen Kennedy","Canada, United States, Ireland","November 15, 2020",2021,TV-Y,2 Seasons,Kids' TV,"After uncovering a magical locket that allows her to shrink in size, Polly and her friends set out on big adventures with petite power."
s1752,Movie,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,"Leslie Bellair, Brad Hyland, Brody Rose, Carol Aebersold",United States,"November 1, 2020",2020,TV-Y,28 min,Children & Family Movies,An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays.
s1753,Movie,Elf Pets: Santa’s Reindeer Rescue,Chanda Bell,"Brad Hyland, Drew Barber, Ashley Roberts, Lowrey Brown, Kristyl Tift, Manny Mahen, Olivia Berkeley, Eleanor Rocha",United States,"November 1, 2020",2020,TV-Y,27 min,Children & Family Movies,"Determined to help Santa get ready for his merry rounds of gift-giving, a team of special elves wrangles in more reindeer and much-needed holiday magic."
